1,96,3766
2,89,5297
3,80,3908
4,58,3781
5,31,381
6,50,6861
7,75,1542
8,64,9711
9,47,7174
10,31,9753
11,87,394
12,68,8413
13,96,8393
14,85,6852
15,83,5264
16,46,9294
17,13,649
18,32,2090
19,27,77
20,48,5089
21,14,5855
22,19,9370
23,76,7430
24,89,5583
25,38,5374
26,59,6956
27,90,3636
28,55,9017
29,11,8215
30,98,5943
31,41,2434
32,26,5977
33,61,8873
34,10,5430
35,29,6876
36,44,4894
37,49,9580
38,10,8340
39,14,6135
40,18,2684
41,81,3718
42,83,587
43,83,6522
44,44,5564
45,61,8516
46,66,9434
47,42,6817
48,17,8398
49,21,6957
50,1,9666
51,30,603
52,67,7740
53,53,8068
54,80,1199
55,51,2633
56,48,5959
57,95,8064
58,93,8373
59,34,7235
60,96,7792
61,95,6318
62,82,4174
63,5,5152
64,59,688
65,17,1036
66,44,4195
67,48,6645
68,36,2487
69,96,164
70,64,7833
71,42,4536
72,27,4435
73,26,6347
74,88,545
75,59,7361
76,4,1964
77,79,8858
78,91,8820
79,66,4487
80,90,6271
81,90,9632
82,83,3161
83,68,7597
84,57,4910
85,28,6092
86,50,828
87,86,7255
88,3,4154
89,12,5297
90,68,564
91,51,769
92,56,7335
93,32,8092
94,79,9085
95,6,2105
96,8,6421
97,95,1970
98,22,7476
99,46,7661
100,23,2585
101,77,9069
102,92,1310
103,31,7676
104,75,8953
105,27,6491
106,23,7955
107,47,8917
108,34,5148
109,75,2976
110,18,6081
111,2,5184
112,23,6535
113,35,3605
114,37,4502
115,21,85
116,16,6364
117,91,598
118,43,2595
119,80,2956
120,68,6337
121,77,5865
122,91,836
123,16,7468
124,21,2520
125,71,2444
126,17,9576
127,81,5902
128,60,744
129,95,3414
130,31,6585
131,22,3885
132,21,8365
133,76,5077
134,13,7884
135,75,9490
136,9,1798
137,70,4837
138,24,4316
139,98,5403
140,84,917
141,87,7451
142,28,3933
143,58,4
144,37,2700
145,1,3385
146,26,6756
147,6,6251
148,7,600
149,12,2309
150,3,1577
151,86,7123
152,79,8982
153,65,7331
154,10,1638
155,22,8236
156,9,2469
157,34,532
158,94,1391
159,90,254
160,46,2307
161,42,8353
162,71,4511
163,5,391
164,13,2781
165,34,5023
166,82,1606
167,38,4921
168,10,8489
169,22,5148
170,88,9027
171,87,9869
172,6,2373
173,66,4394
174,22,9907
175,39,2175
176,27,6056
177,55,8777
178,91,847
179,23,1133
180,16,5941
181,95,6670
182,24,6767
183,43,3402
184,98,7298
185,58,208
186,5,9999
187,77,5022
188,62,7546
189,90,6828
190,76,8668
191,44,6595
192,82,6231
193,66,5312
194,9,3996
195,22,6389
196,42,6296
197,15,9826
198,86,2458
199,31,6726
200,44,6406
201,91,5250
202,26,8960
203,33,7091
204,6,5067
205,21,4207
206,31,8738
207,43,7165
208,48,4029
209,56,9241
210,18,7859
211,7,5404
212,97,7157
213,3,3436
214,59,3607
215,51,7395
216,1,7375
217,26,8784
218,11,6131
219,67,9568
220,10,5203
221,82,424
222,26,8844
223,76,6007
224,52,8620
225,89,5934
226,28,7063
227,60,4755
228,58,4266
229,55,1220
230,8,6709
231,6,8756
232,92,3270
233,60,8817
234,45,932
235,75,4603
236,24,3896
237,97,5066
238,39,3264
239,60,4976
240,54,8488
241,6,8505
242,65,7085
243,43,2229
244,22,1449
245,75,4849
246,31,1256
247,82,3558
248,34,7107
249,42,2245
250,48,7005
251,78,7894
252,1,3225
253,75,3400
254,79,9420
255,32,7339
256,82,958
257,52,7012
258,46,5116
259,67,8230
260,68,116
261,43,4842
262,34,455
263,19,7654
264,41,4705
265,90,9349
266,22,2038
267,74,6551
268,83,930
269,63,9877
270,45,1410
271,62,5606
272,69,8429
273,98,1665
274,94,2016
275,49,8320
276,11,9973
277,17,6562
278,65,2273
279,24,80
280,14,5090
281,20,7409
282,21,1817
283,33,3766
284,15,8780
285,0,7155
286,41,7870
287,7,4636
288,84,3732
289,85,9456
290,42,6272
291,22,4534
292,96,3368
293,60,3929
294,42,5243
295,51,1203
296,82,662
297,96,2416
298,92,7721
299,77,6218
300,83,762
301,42,8814
302,67,3142
303,63,7954
304,5,9023
305,23,9672
306,18,9711
307,44,1512
308,98,820
309,34,4927
310,11,4360
311,17,9986
312,95,9795
313,88,4748
314,10,3088
315,71,9255
316,49,3700
317,79,9653
318,30,4086
319,82,9413
320,54,2187
321,88,4918
322,23,1791
323,1,9436
324,29,7188
325,41,9416
326,16,7528
327,89,847
328,49,1710
329,43,1329
330,22,7998
331,58,321
332,83,6405
333,79,9804
334,62,9800
335,23,1518
336,82,5071
337,43,3795
338,98,6099
339,84,7373
340,57,1773
341,70,4189
342,60,3906
343,36,8310
344,73,3393
345,31,4036
346,23,6418
347,1,7628
348,13,8381
349,53,8842
350,30,570
351,48,3763
352,36,3121
353,35,4953
354,13,3473
355,27,2124
356,68,7247
357,90,743
358,82,8814
359,55,3546
360,11,2976
361,19,8050
362,32,4748
363,28,7813
364,40,6376
365,52,400
366,76,208
367,43,2099
368,58,1641
369,81,5969
370,43,7540
371,77,4370
372,62,1339
373,31,8725
374,99,8158
375,89,9233
376,39,2292
377,68,8621
378,67,3869
379,52,1305
380,79,9341
381,8,2894
382,92,5114
383,11,1542
384,19,3991
385,18,3033
386,17,3488
387,31,578
388,49,8369
389,76,4016
390,10,2784
391,80,666
392,87,6985
393,42,8407
394,46,857
395,94,8444
396,18,7381
397,98,5711
398,84,3579
399,59,9311
400,29,978
401,30,6352
402,53,1881
403,29,3037
404,56,4140
405,42,6679
406,7,7641
407,40,4842
408,7,6252
409,33,9031
410,59,4332
411,70,9511
412,35,5454
413,32,7049
414,13,5424
415,35,1174
416,21,9899
417,53,3478
418,6,5641
419,60,8102
420,19,3623
421,19,2592
422,74,6566
423,58,2731
424,89,8622
425,77,9638
426,96,1904
427,21,5567
428,63,6120
429,37,4192
430,29,6977
431,15,3172
432,33,3235
433,97,4202
434,78,5191
435,97,2211
436,52,2314
437,98,7761
438,79,8433
439,84,6834
440,38,604
441,99,6937
442,32,9991
443,97,2666
444,4,7195
445,0,1455
446,37,1971
447,60,2366
448,87,6519
449,78,4306
450,10,515
451,56,9500
452,98,1200
453,68,172
454,59,3622
455,7,4707
456,11,9727
457,20,978
458,82,9961
459,19,4061
460,32,9949
461,32,7564
462,32,2179
463,86,9451
464,68,9911
465,23,981
466,97,6417
467,81,2015
468,67,6113
469,58,7345
470,58,1932
471,27,1002
472,0,1966
473,32,4796
474,9,6414
475,35,5212
476,51,8490
477,79,6197
478,27,6419
479,18,7430
480,84,8895
481,49,9244
482,38,8848
483,11,3783
484,80,6313
485,2,7120
486,6,6946
487,78,2406
488,79,5666
489,70,1992
490,53,6354
491,19,4178
492,69,2919
493,14,2544
494,59,4198
495,59,4090
496,38,9897
497,89,2150
498,76,6230
499,63,6252
500,58,2940
501,71,2157
502,42,3280
503,79,596
504,34,3402
505,29,1021
506,20,2834
507,93,8106
508,56,4106
509,6,506
510,89,705
511,39,4465
512,34,517
513,74,9303
514,42,2800
515,40,486
516,60,4374
517,85,3620
518,59,3146
519,43,4738
520,54,496
521,61,7368
522,19,9548
523,56,9074
524,66,4764
525,45,4167
526,85,2888
527,60,8890
528,31,9812
529,92,9163
530,95,3101
531,86,1797
532,61,3710
533,50,2715
534,19,5495
535,38,1973
536,24,9897
537,91,9579
538,50,8788
539,51,9242
540,6,9023
541,42,3982
542,50,5659
543,92,6878
544,32,8025
545,2,7850
546,77,8137
547,14,2653
548,26,3718
549,46,8779
550,11,108
551,22,7501
552,42,4475
553,30,5845
554,14,103
555,30,8649
556,84,3855
557,60,2974
558,58,8622
559,5,6181
560,85,2135
561,98,7635
562,38,8009
563,0,9319
564,46,5467
565,8,3407
566,31,3198
567,5,8442
568,95,2430
569,5,1892
570,3,5263
571,77,4856
572,79,8478
573,57,2747
574,13,5894
575,45,8865
576,12,5837
577,20,354
578,89,4545
579,30,3789
580,67,2624
581,3,2946
582,97,4399
583,55,7718
584,16,217
585,16,4763
586,81,215
587,16,2326
588,87,7846
589,22,841
590,51,7750
591,38,807
592,59,8415
593,81,9304
594,4,8847
595,30,617
596,70,5365
597,66,9409
598,88,5856
599,19,4519
600,62,8960
601,20,5782
602,3,2217
603,37,5073
604,80,675
605,54,1933
606,93,6592
607,56,3974
608,81,9128
609,24,8714
610,27,588
611,99,1588
612,87,366
613,87,644
614,53,297
615,37,7243
616,9,431
617,20,2398
618,94,7119
619,91,7212
620,80,2071
621,82,210
622,18,7290
623,87,1992
624,54,8008
625,12,5167
626,0,9991
627,11,9621
628,64,6166
629,45,7116
630,98,1612
631,97,5784
632,46,3336
633,30,2752
634,85,5087
635,57,7960
636,99,4014
637,91,8546
638,39,109
639,9,4748
640,24,8590
641,89,7377
642,35,3366
643,95,261
644,74,6815
645,25,9128
646,77,5960
647,65,9852
648,50,406
649,25,5204
650,52,1770
651,62,5445
652,32,767
653,21,4594
654,65,9101
655,1,5447
656,99,67
657,45,8319
658,8,129
659,94,7183
660,99,5121
661,57,3242
662,26,5281
663,50,1133
664,31,5063
665,71,7467
666,87,172
667,53,4125
668,85,2994
669,78,452
670,76,1133
671,3,7944
672,91,4075
673,22,2086
674,65,6216
675,70,4802
676,90,730
677,53,6179
678,38,8743
679,9,3382
680,26,2586
681,3,348
682,97,7229
683,61,3937
684,44,3462
685,79,3180
686,26,9332
687,4,8453
688,73,1938
689,33,2002
690,51,6979
691,22,1469
692,66,6993
693,19,2507
694,51,8804
695,49,6866
696,15,1412
697,50,270
698,90,3564
699,26,5858
700,97,7000
701,94,8025
702,65,844
703,6,6984
704,64,7890
705,37,6881
706,29,7337
707,12,2824
708,18,6467
709,47,5553
710,8,8578
711,8,1039
712,54,1970
713,45,7363
714,44,9858
715,85,5251
716,61,5117
717,28,2178
718,43,3232
719,72,10
720,62,8554
721,31,3728
722,3,2106
723,2,6907
724,6,4648
725,30,7197
726,37,555
727,63,3307
728,51,1311
729,16,3646
730,15,9921
731,32,7040
732,42,5883
733,29,2436
734,40,8932
735,33,4420
736,14,4908
737,20,3345
738,99,7492
739,6,7708
740,37,8272
741,18,2634
742,28,2386
743,9,3856
744,62,1471
745,56,3153
746,51,8954
747,17,464
748,39,3599
749,98,5964
750,51,8927
751,36,3778
752,86,7702
753,89,9720
754,18,9230
755,75,6672
756,71,3848
757,41,3367
758,75,148
759,77,3205
760,41,5887
761,43,732
762,29,1599
763,45,170
764,44,2738
765,30,2343
766,5,1217
767,88,4049
768,95,7716
769,87,520
770,74,1617
771,59,3382
772,42,2263
773,66,7534
774,7,6386
775,3,2111
776,28,7678
777,21,3954
778,80,3806
779,40,114
780,6,4865
781,81,3353
782,37,3068
783,19,2991
784,53,1163
785,80,6835
786,77,4165
787,23,1424
788,64,2553
789,31,2894
790,30,5842
791,76,3070
792,25,4884
793,62,9842
794,43,4294
795,94,6762
796,66,3571
797,75,8007
798,45,8835
799,61,1026
800,20,3071
801,30,8969
802,94,1570
803,43,543
804,60,9045
805,75,9585
806,56,3400
807,26,9746
808,43,6414
809,19,2603
810,45,9499
811,58,9810
812,91,3526
813,99,9152
814,81,5039
815,33,2375
816,25,5934
817,18,9159
818,13,8958
819,36,2681
820,23,2143
821,15,8584
822,22,860
823,63,8884
824,24,7677
825,46,233
826,60,881
827,35,6409
828,50,3247
829,36,3229
830,15,9469
831,33,4566
832,8,9144
833,10,5046
834,8,3358
835,98,2979
836,97,8809
837,68,3732
838,44,9492
839,5,5315
840,45,1573
841,89,9378
842,71,6065
843,10,9160
844,81,5702
845,98,8027
846,19,2341
847,41,4576
848,71,3298
849,88,8187
850,46,5424
851,96,3346
852,76,799
853,52,8381
854,27,1085
855,65,3935
856,86,2051
857,62,8324
858,54,3319
859,47,1614
860,26,1957
861,37,874
862,14,8640
863,32,9063
864,62,3155
865,36,2438
866,1,6100
867,75,3017
868,85,9038
869,86,5527
870,84,4434
871,14,2660
872,15,514
873,46,9311
874,70,5622
875,99,6605
876,3,3877
877,88,7474
878,88,5819
879,51,6759
880,55,6771
881,43,9769
882,64,5645
883,0,6599
884,61,4395
885,16,8330
886,21,8095
887,40,1096
888,47,3294
889,45,7504
890,18,3963
891,77,6233
892,82,7987
893,50,5712
894,23,1715
895,34,3376
896,46,9592
897,43,6635
898,51,2838
899,43,4022
900,82,2882
901,32,9089
902,90,8013
903,64,6645
904,15,5073
905,93,843
906,9,7952
907,18,7330
908,76,6269
909,0,3025
910,67,437
911,30,8006
912,7,4125
913,93,3373
914,23,6402
915,71,2361
916,75,7011
917,36,8963
918,81,5155
919,22,1932
920,87,2039
921,34,2001
922,9,9780
923,40,7615
924,64,8645
925,68,2983
926,77,3260
927,32,9795
928,14,4367
929,6,6420
930,20,952
931,53,6436
932,87,5778
933,44,2031
934,77,1566
935,91,2001
936,27,1378
937,45,7356
938,35,5771
939,85,5650
940,38,6930
941,40,8024
942,15,3587
943,21,2772
944,12,9097
945,93,5260
946,16,6308
947,34,5705
948,82,1860
949,82,9925
950,56,1378
951,86,8438
952,24,3605
953,88,3250
954,77,6819
955,66,8135
956,21,3322
957,15,9503
958,63,5153
959,8,464
960,96,2772
961,90,2389
962,22,5288
963,27,5113
964,76,6238
965,7,3742
966,1,9649
967,93,111
968,30,3663
969,83,172
970,0,6910
971,83,6730
972,34,2353
973,79,6631
974,77,7829
975,7,3827
976,47,8735
977,98,8697
978,7,7848
979,45,7417
980,43,6565
981,9,8823
982,18,5747
983,28,6036
984,30,700
985,19,5945
986,33,9137
987,51,4198
988,83,7731
989,36,4153
990,7,484
991,73,2160
992,34,2081
993,90,2271
994,21,3988
995,94,2781
996,59,4980
997,54,6862
998,14,9731
999,72,219
1000,57,2416
1001,1,7985
1002,55,7088
1003,39,1066
1004,0,9008
1005,47,2551
1006,42,9084
1007,99,1903
1008,80,4436
1009,87,1451
1010,64,633
1011,12,4711
1012,88,524
1013,37,4788
1014,28,4968
1015,82,4286
1016,1,920
1017,7,9801
1018,92,3403
1019,24,4351
1020,58,4437
1021,70,8350
1022,3,8778
1023,50,181
1024,27,5321
1025,31,2318
1026,84,4361
1027,46,7111
1028,17,3319
1029,28,9530
1030,44,2528
1031,10,5314
1032,54,495
1033,39,4480
1034,28,6468
1035,90,6050
1036,95,9494
1037,31,6327
1038,63,2691
1039,23,9162
1040,99,7491
1041,20,9642
1042,54,7367
1043,52,5374
1044,98,1671
1045,98,6206
1046,87,7116
1047,18,1229
1048,40,4413
1049,41,7384
1050,39,9207
1051,18,556
1052,22,213
1053,31,3407
1054,61,2052
1055,2,4892
1056,74,3403
1057,98,9125
1058,69,2432
1059,11,3293
1060,12,9334
1061,28,2386
1062,64,4384
1063,71,3748
1064,53,2527
1065,28,7399
1066,69,7703
1067,31,275
1068,75,3744
1069,13,860
1070,54,6997
1071,67,7982
1072,41,6729
1073,72,613
1074,37,5572
1075,1,2068
1076,10,2060
1077,67,9775
1078,40,1368
1079,23,4937
1080,37,9045
1081,4,7475
1082,67,2659
1083,76,9986
1084,19,8496
1085,30,887
1086,69,7860
1087,94,9913
1088,72,2805
1089,36,6343
1090,46,7886
1091,60,8119
1092,89,7973
1093,73,3146
1094,79,6414
1095,93,7750
1096,77,7823
1097,12,7063
1098,49,9283
1099,52,4885
1100,70,725
1101,48,8280
1102,72,5713
1103,36,6255
1104,53,9289
1105,66,4729
1106,5,1596
1107,42,1591
1108,70,9776
1109,83,1222
1110,28,9426
1111,82,4483
1112,3,9373
1113,17,6386
1114,81,7822
1115,18,845
1116,40,4498
1117,87,6209
1118,21,8050
1119,64,2331
1120,63,5736
1121,52,478
1122,83,6588
1123,76,7099
1124,95,2030
1125,41,1590
1126,86,7370
1127,26,2412
1128,20,2790
1129,13,8930
1130,78,8472
1131,42,1542
1132,87,2076
1133,68,6446
1134,93,4749
1135,50,3010
1136,60,8444
1137,83,3657
1138,41,532
1139,69,4437
1140,99,2548
1141,51,8861
1142,14,7814
1143,66,1503
1144,61,7698
1145,88,8264
1146,20,1742
1147,2,4976
1148,97,8654
1149,81,5658
1150,62,7002
1151,26,7136
1152,80,4599
1153,77,5058
1154,29,9787
1155,20,7594
1156,5,9981
1157,0,8155
1158,56,9401
1159,41,7798
1160,62,1984
1161,94,6005
1162,80,7003
1163,26,5862
1164,10,6266
1165,81,7902
1166,67,9184
1167,14,4767
1168,56,8348
1169,51,5338
1170,83,1580
1171,0,4301
1172,76,3488
1173,7,7584
1174,50,2411
1175,61,7142
1176,34,947
1177,1,4023
1178,24,7711
1179,1,3524
1180,31,409
1181,66,7302
1182,37,9337
1183,71,1530
1184,84,8421
1185,6,7029
1186,90,8681
1187,59,127
1188,46,797
1189,48,2016
1190,29,2378
1191,20,5700
1192,3,3752
1193,9,5948
1194,78,4165
1195,78,1789
1196,99,5344
1197,60,6076
1198,81,2938
1199,46,8101
1200,15,4869
1201,97,76
1202,68,9120
1203,45,9810
1204,95,6212
1205,39,6878
1206,30,7128
1207,54,1331
1208,91,5972
1209,96,4596
1210,13,1617
1211,93,2906
1212,13,8402
1213,0,5093
1214,54,7286
1215,58,8891
1216,71,2426
1217,20,6659
1218,18,765
1219,13,3736
1220,47,4856
1221,40,7012
1222,50,5547
1223,41,9140
1224,22,6106
1225,91,3897
1226,16,8406
1227,5,2842
1228,6,4176
1229,89,2662
1230,55,7970
1231,48,3838
1232,77,2094
1233,49,2856
1234,46,2854
1235,63,5319
1236,27,124
1237,13,3009
1238,55,1866
1239,48,7072
1240,8,193
1241,68,2633
1242,0,7354
1243,59,7637
1244,75,8066
1245,94,4732
1246,53,4852
1247,12,7463
1248,17,583
1249,5,6230
1250,21,2488
1251,11,3769
1252,16,1244
1253,95,6609
1254,78,9443
1255,63,2651
1256,39,2258
1257,79,256
1258,31,8570
1259,30,4563
1260,1,8821
1261,19,5153
1262,77,5416
1263,51,3663
1264,78,4915
1265,24,3463
1266,69,2812
1267,18,2153
1268,75,5469
1269,94,2262
1270,45,1869
1271,68,5617
1272,84,3492
1273,34,2877
1274,1,9187
1275,51,1100
1276,23,5726
1277,28,7855
1278,17,3540
1279,83,3435
1280,83,1864
1281,16,7379
1282,58,402
1283,98,7864
1284,20,4199
1285,92,5414
1286,3,9437
1287,1,8757
1288,69,3098
1289,63,4746
1290,34,9038
1291,27,2453
1292,84,4205
1293,77,1583
1294,34,8853
1295,46,4962
1296,88,3511
1297,41,7060
1298,22,1735
1299,3,4438
1300,89,3029
1301,64,4492
1302,9,8791
1303,78,2729
1304,33,4027
1305,69,6654
1306,43,5253
1307,1,385
1308,94,2920
1309,9,5445
1310,43,3932
1311,64,4452
1312,66,8168
1313,14,1814
1314,40,9468
1315,48,5998
1316,44,5957
1317,53,6465
1318,96,9297
1319,76,7645
1320,99,6343
1321,12,2999
1322,74,1221
1323,15,2489
1324,85,1257
1325,36,667
1326,86,3300
1327,45,9142
1328,86,5994
1329,27,5653
1330,80,5495
1331,28,2402
1332,98,782
1333,69,9146
1334,2,2966
1335,61,8864
1336,40,9919
1337,33,4737
1338,42,8982
1339,33,4537
1340,62,5442
1341,11,9766
1342,8,6569
1343,44,1284
1344,3,9615
1345,82,8870
1346,21,5463
1347,8,9569
1348,87,1618
1349,23,6901
1350,63,9284
1351,11,8021
1352,20,6364
1353,31,8941
1354,21,2855
1355,88,5570
1356,46,753
1357,24,956
1358,49,612
1359,99,1635
1360,69,8040
1361,31,4054
1362,20,133
1363,44,3364
1364,97,9873
1365,21,1843
1366,79,5244
1367,46,8883
1368,90,680
1369,28,4102
1370,56,9746
1371,17,2193
1372,47,7562
1373,15,8612
1374,51,9118
1375,8,7229
1376,84,7517
1377,27,4442
1378,27,7679
1379,44,1367
1380,37,8239
1381,73,711
1382,96,8036
1383,72,8681
1384,59,9971
1385,67,8245
1386,46,5391
1387,92,2569
1388,88,4475
1389,41,7807
1390,87,3849
1391,44,8150
1392,97,9102
1393,13,5361
1394,35,8997
1395,58,2925
1396,74,6239
1397,65,8253
1398,23,1218
1399,26,1201
1400,46,9755
1401,52,6374
1402,52,908
1403,58,7032
1404,36,7168
1405,43,1201
1406,84,4828
1407,15,8790
1408,38,5504
1409,73,5681
1410,25,5176
1411,53,8173
1412,73,4626
1413,77,5853
1414,64,5667
1415,87,9115
1416,3,953
1417,28,1557
1418,90,3104
1419,64,4340
1420,0,2533
1421,69,1621
1422,76,3496
1423,99,2914
1424,66,7207
1425,98,7508
1426,74,5559
1427,19,3706
1428,13,4564
1429,9,8883
1430,10,259
1431,5,4633
1432,85,1630
1433,86,5502
1434,24,7525
1435,55,3606
1436,46,9586
1437,37,6866
1438,3,3674
1439,88,5809
1440,31,3059
1441,67,1851
1442,58,5135
1443,73,1806
1444,89,2479
1445,53,1365
1446,41,2882
1447,87,6846
1448,75,1790
1449,67,7183
1450,49,767
1451,14,9474
1452,58,4389
1453,69,5959
1454,79,1738
1455,81,4858
1456,55,1855
1457,78,6790
1458,75,8207
1459,29,8410
1460,65,8911
1461,33,9373
1462,87,4774
1463,75,1815
1464,52,2293
1465,72,5211
1466,95,7994
1467,36,88
1468,84,5456
1469,52,742
